investor_id,transaction_type,sip_amount,age_group,gender
INV003105,SIP,8858,18-25,Female
INV001311,SIP,42342,26-35,Male
INV004781,SIP,998,18-25,Female
INV004334,SIP,6990,26-35,Female
INV002766,Redemption,191019,26-35,Female
INV004319,Redemption,64083,18-25,Male
INV003081,Lumpsum,440720,56+,Female
INV002992,Redemption,16135,26-35,Male
INV002241,Lumpsum,15512,36-45,Female
INV000553,SIP,14289,36-45,Male
INV000013,SIP,42280,18-25,Male
INV001147,Redemption,148662,36-45,Female
INV001868,SIP,7318,26-35,Male
INV001927,SIP,11292,56+,Male
INV000964,SIP,1137,26-35,Male
INV003462,SIP,8513,26-35,Female
INV002985,SIP,552,36-45,Male
INV004728,SIP,1924,46-55,Female
INV004744,SIP,49666,26-35,Female
INV004850,Redemption,347229,56+,Male
INV000637,SIP,5399,26-35,Male
INV002490,SIP,40383,36-45,Female
INV000531,Lumpsum,366575,56+,Male
INV000313,SIP,6386,18-25,Female
INV002213,Redemption,267446,36-45,Female
INV004028,Lumpsum,32543,18-25,Male
INV002040,Lumpsum,34528,36-45,Female
INV001496,SIP,25639,18-25,Male
INV000832,Redemption,129670,36-45,Male
INV003679,Redemption,205869,56+,Male
INV002535,Redemption,13012,36-45,Male
INV000983,SIP,1030,36-45,Male
INV004025,Lumpsum,52875,56+,Male
INV002963,SIP,4495,26-35,Male
INV004486,SIP,983,26-35,Male
INV001826,Lumpsum,408506,18-25,Male
INV000299,Lumpsum,118061,26-35,Male
INV000228,Lumpsum,263376,26-35,Male
INV004472,SIP,586,26-35,Female
INV000057,SIP,20712,36-45,Male
INV000966,Lumpsum,237918,26-35,Male
INV002843,SIP,7680,26-35,Male
INV004809,Lumpsum,54795,26-35,Female
INV001853,Lumpsum,98957,18-25,Male
INV002825,Lumpsum,259956,36-45,Male
INV002298,Redemption,372555,56+,Male
INV002167,Lumpsum,195912,26-35,Female
INV000686,SIP,15336,36-45,Male
INV003117,SIP,27991,18-25,Female
INV000810,SIP,4031,26-35,Male
INV004939,SIP,993,18-25,Male
INV001669,SIP,12303,26-35,Female
INV001974,Lumpsum,126734,56+,Male
INV001284,SIP,2809,36-45,Male
INV002360,SIP,14658,26-35,Male
INV002706,SIP,22885,46-55,Female
INV001250,Lumpsum,547542,26-35,Male
INV003340,Lumpsum,297479,26-35,Male
INV002184,SIP,2533,36-45,Female
INV002973,SIP,1780,26-35,Male
INV004855,SIP,1710,36-45,Female
INV004855,SIP,562,36-45,Female
INV004339,SIP,5450,26-35,Female
INV003100,SIP,459,26-35,Male
INV002687,Redemption,394157,36-45,Male
INV002705,SIP,2374,46-55,Female
INV002969,Redemption,283832,26-35,Male
INV004961,SIP,11377,36-45,Male
INV002929,Lumpsum,536605,26-35,Male
INV002789,SIP,556,26-35,Female
INV000242,SIP,8191,36-45,Male
INV002707,SIP,4300,26-35,Male
INV003675,Redemption,237374,56+,Male
INV001692,Redemption,386210,26-35,Male
INV003064,SIP,4799,26-35,Male
INV001288,SIP,20009,26-35,Male
INV002324,SIP,1633,26-35,Male
INV002225,SIP,13286,46-55,Male
INV001576,SIP,1080,46-55,Female
INV000860,SIP,17973,36-45,Female
INV002527,SIP,494,18-25,Male
INV000330,SIP,20150,26-35,Female
INV000977,SIP,12558,56+,Male
INV000154,SIP,2171,36-45,Male
INV004315,SIP,21541,46-55,Female
INV001514,SIP,2178,46-55,Male
INV000269,SIP,1775,46-55,Male
INV004937,SIP,4433,46-55,Male
INV001315,SIP,13748,46-55,Female
INV004498,SIP,8304,26-35,Male
INV002133,SIP,1037,26-35,Male
INV003834,SIP,2974,36-45,Male
INV002633,Lumpsum,223550,26-35,Female
INV000732,SIP,7118,46-55,Female
INV001034,Redemption,280263,26-35,Male
INV002641,Lumpsum,90588,56+,Male
INV003153,SIP,4648,36-45,Female
INV001851,SIP,50165,26-35,Male
INV000531,SIP,2137,56+,Male
INV003885,SIP,11026,36-45,Male
INV002137,Redemption,255600,36-45,Male
INV003943,SIP,966,46-55,Male
INV000865,Lumpsum,183317,26-35,Male
INV001852,SIP,3071,26-35,Male
INV003811,Lumpsum,456452,46-55,Female
INV000037,Lumpsum,274884,26-35,Male
INV000930,SIP,14580,18-25,Female
INV003501,SIP,7970,26-35,Female
INV003710,SIP,1000,26-35,Male
INV001644,SIP,20001,18-25,Female
INV000161,SIP,1767,18-25,Female
INV001745,SIP,2976,18-25,Male
INV001025,SIP,14624,18-25,Male
INV000914,SIP,414,18-25,Male
INV000519,SIP,5028,26-35,Female
INV003744,SIP,2161,18-25,Female
INV002692,Lumpsum,8678,26-35,Male
INV003828,SIP,5805,18-25,Male
INV004784,SIP,8975,26-35,Female
INV003021,SIP,45127,56+,Female
INV000902,SIP,4987,26-35,Female
INV003060,SIP,4002,56+,Female
INV002322,SIP,5985,18-25,Male
INV001706,Redemption,73797,26-35,Male
INV003582,Lumpsum,109370,36-45,Male
INV000288,SIP,546,26-35,Male
INV000138,SIP,22090,26-35,Male
INV004866,Redemption,213587,36-45,Male
INV003788,Lumpsum,291661,18-25,Male
INV003046,SIP,3236,36-45,Male
INV003221,Redemption,328563,26-35,Male
INV001808,Lumpsum,193447,26-35,Female
INV001044,SIP,50906,26-35,Male
INV002159,SIP,4083,26-35,Male
INV002935,SIP,15036,18-25,Male
INV001673,SIP,25952,26-35,Male
INV001189,Lumpsum,189246,56+,Male
INV003906,SIP,2265,36-45,Male
INV004868,Redemption,159931,36-45,Male
INV004730,SIP,5982,36-45,Male
INV001316,Lumpsum,350124,18-25,Male
INV004903,SIP,4507,26-35,Male
INV001353,SIP,6005,26-35,Male
INV001648,SIP,2229,46-55,Female
INV002252,SIP,2589,36-45,Female
INV002526,SIP,59337,18-25,Female
INV004295,Lumpsum,10036,36-45,Male
INV000654,Redemption,48895,18-25,Female
INV001644,Lumpsum,28835,18-25,Female
INV004895,SIP,829,36-45,Male
INV002588,SIP,1995,18-25,Male
INV004899,SIP,2629,36-45,Male
INV001144,Lumpsum,52208,36-45,Male
INV004996,Lumpsum,362317,46-55,Male
INV004268,SIP,2001,26-35,Female
INV000458,SIP,8690,56+,Male
INV001178,Lumpsum,233059,26-35,Female
INV002211,SIP,1019,26-35,Male
INV002888,SIP,16132,26-35,Male
INV003053,Lumpsum,325323,46-55,Male
INV001800,SIP,22758,26-35,Female
INV004116,SIP,2052,36-45,Male
INV003222,SIP,8021,56+,Female
INV000342,SIP,7174,36-45,Male
INV002084,SIP,2072,18-25,Male
INV001571,Lumpsum,364337,46-55,Female
INV003463,Redemption,110346,26-35,Male
INV000496,SIP,2173,36-45,Male
INV001841,Redemption,42027,36-45,Male
INV002064,Redemption,386680,18-25,Male
INV004258,SIP,1106,36-45,Male
INV003937,SIP,41113,56+,Male
INV004210,SIP,579,56+,Male
INV002064,Redemption,129694,18-25,Male
INV003262,SIP,22507,46-55,Male
INV000642,SIP,7772,26-35,Male
INV000986,SIP,24038,26-35,Male
INV004341,Lumpsum,36590,18-25,Male
INV002416,Redemption,519229,26-35,Female
INV000709,SIP,26562,26-35,Female
INV004688,SIP,7329,26-35,Male
INV002039,Lumpsum,364865,46-55,Male
INV001376,SIP,28466,26-35,Male
INV000899,Redemption,149030,36-45,Male
INV001759,SIP,8574,36-45,Female
INV004933,SIP,5885,46-55,Female
INV000428,SIP,9960,36-45,Male
INV003969,SIP,2019,46-55,Male
INV000997,SIP,2077,26-35,Male
INV003479,SIP,1781,36-45,Female
INV001536,SIP,8201,26-35,Male
INV002804,SIP,863,36-45,Male
INV004981,SIP,3172,18-25,Male
INV004115,SIP,12249,56+,Male
INV001895,Lumpsum,152833,36-45,Male
INV000453,SIP,9169,46-55,Male
INV004478,Lumpsum,524888,26-35,Male
INV003423,Lumpsum,179442,18-25,Female
INV001868,SIP,1813,26-35,Male
INV000874,SIP,10983,56+,Male
INV002052,Lumpsum,348879,36-45,Male
INV003101,Redemption,416351,26-35,Female
INV004974,Lumpsum,159236,56+,Female
INV002737,Redemption,403463,18-25,Female
INV000981,Redemption,63930,36-45,Female
INV002943,SIP,2121,26-35,Female
INV002041,Lumpsum,233615,26-35,Male
INV003810,Lumpsum,427728,26-35,Male
INV000601,Redemption,265706,46-55,Male
INV001041,SIP,9287,18-25,Male
INV000585,SIP,3405,46-55,Female
INV004521,SIP,3208,18-25,Male
INV001510,SIP,51091,26-35,Male
INV001012,SIP,7968,26-35,Female
INV002934,Lumpsum,108208,36-45,Male
INV004466,Lumpsum,355545,18-25,Female
INV001439,Redemption,505563,18-25,Female
INV002428,SIP,8304,56+,Female
INV001483,SIP,410,36-45,Male
INV001978,SIP,2017,36-45,Male
INV000221,Redemption,389524,36-45,Female
INV004285,Redemption,92745,26-35,Male
INV003527,SIP,496,36-45,Female
INV004837,SIP,527,18-25,Male
INV000843,Redemption,183693,26-35,Male
INV000293,SIP,1052,26-35,Female
INV004600,Lumpsum,164658,46-55,Female
INV000153,Lumpsum,145687,26-35,Male
INV000888,SIP,14361,26-35,Male
INV001911,SIP,2771,46-55,Male
INV002326,Lumpsum,134995,36-45,Female
INV002973,SIP,406,26-35,Male
INV002012,SIP,2488,36-45,Male
INV004427,SIP,11312,36-45,Female
INV001926,SIP,3074,46-55,Female
INV000554,SIP,912,36-45,Male
INV001977,Redemption,275638,18-25,Female
INV004862,SIP,11568,26-35,Female
INV000243,SIP,1958,26-35,Male
INV000256,SIP,1816,36-45,Male
INV003324,Redemption,364645,26-35,Male
INV000614,Lumpsum,122637,26-35,Male
INV004675,SIP,515,18-25,Male
INV002210,Lumpsum,142962,18-25,Male
INV002470,SIP,1135,46-55,Female
INV003218,SIP,12514,18-25,Male
INV001897,Redemption,196024,26-35,Male
INV002119,SIP,8198,26-35,Female
INV004640,Lumpsum,317757,36-45,Male
INV002022,Redemption,293862,26-35,Male
INV000167,SIP,6017,56+,Male
INV004874,Lumpsum,466273,46-55,Male
INV003592,Lumpsum,87497,56+,Female
INV002349,Redemption,124423,26-35,Female
INV004004,SIP,8080,18-25,Male
INV001346,SIP,14843,18-25,Male
INV002793,Lumpsum,182725,36-45,Male
INV003057,SIP,9033,18-25,Male
INV002531,SIP,2281,36-45,Female
INV004144,SIP,9931,26-35,Female
INV001020,Redemption,241632,26-35,Female
INV000179,SIP,512,26-35,Male
INV003271,Lumpsum,241944,18-25,Male
INV002824,Lumpsum,264073,56+,Male
INV004719,SIP,2466,46-55,Male
INV002785,SIP,1853,36-45,Male
INV001262,SIP,1075,26-35,Male
INV003119,Redemption,335857,18-25,Female
INV001428,SIP,29286,26-35,Male
INV004665,SIP,2859,36-45,Male
INV003212,Redemption,224197,26-35,Male
INV001531,SIP,1123,26-35,Female
INV000920,Lumpsum,449843,56+,Male
INV003958,Lumpsum,63039,18-25,Male
INV004705,Redemption,85111,26-35,Male
INV000239,SIP,26956,36-45,Female
INV001956,SIP,944,26-35,Male
INV000480,Lumpsum,245139,18-25,Male
INV004680,SIP,986,36-45,Male
INV001085,SIP,12530,36-45,Female
INV001549,SIP,25170,36-45,Male
INV001209,SIP,8894,46-55,Female
INV000698,Lumpsum,349621,18-25,Male
INV001684,SIP,23471,36-45,Male
INV004774,Lumpsum,314329,36-45,Male
INV001824,Redemption,164525,26-35,Female
INV003469,Lumpsum,288595,26-35,Male
INV002458,Lumpsum,16714,18-25,Male
INV002915,SIP,26837,18-25,Male
INV000309,SIP,10749,26-35,Male
INV003038,SIP,8442,18-25,Male
INV001457,SIP,11428,26-35,Male
INV004523,Lumpsum,325937,26-35,Female
INV001369,Lumpsum,380301,46-55,Male
INV001112,SIP,6719,46-55,Male
INV002526,Lumpsum,270932,18-25,Female
INV004450,Redemption,431293,36-45,Male
INV002668,SIP,1879,26-35,Male
INV000567,Redemption,454893,26-35,Male
INV004896,Lumpsum,579138,18-25,Female
INV004720,Redemption,469229,46-55,Female
INV001496,Lumpsum,437325,18-25,Male
INV002213,SIP,45322,36-45,Female
INV004528,SIP,10707,46-55,Male
INV004193,Lumpsum,179647,26-35,Male
INV001604,SIP,7901,56+,Male
INV003047,SIP,3441,46-55,Male
INV000972,Redemption,194649,18-25,Female
INV002213,SIP,1063,36-45,Female
INV002784,SIP,1103,26-35,Male
INV004358,SIP,12986,26-35,Male
INV000641,Lumpsum,371645,26-35,Male
INV000249,SIP,24121,26-35,Male
INV000972,SIP,4797,18-25,Female
INV002039,Lumpsum,216061,46-55,Male
INV000642,SIP,22565,26-35,Male
INV003402,SIP,878,26-35,Male
INV003633,SIP,427,26-35,Male
INV000670,SIP,1174,26-35,Male
INV001620,Lumpsum,264992,26-35,Male
INV001198,Lumpsum,335044,26-35,Female
INV002811,SIP,3094,36-45,Male
INV002504,Lumpsum,130317,26-35,Male
INV000028,SIP,9909,18-25,Female
INV001398,Lumpsum,451280,26-35,Female
INV003726,SIP,12926,26-35,Male
INV002722,Redemption,514549,36-45,Female
INV004530,Redemption,125959,36-45,Male
INV004974,SIP,10914,56+,Female
INV003910,SIP,889,26-35,Male
INV003611,Redemption,398623,18-25,Male
INV003680,Lumpsum,199014,26-35,Male
INV001362,Lumpsum,535719,18-25,Male
INV002375,Lumpsum,566769,46-55,Male
INV000192,Lumpsum,83685,26-35,Male
INV000757,SIP,6092,36-45,Male
INV000224,SIP,2175,26-35,Male
INV002109,Lumpsum,85940,26-35,Male
INV004379,SIP,10865,18-25,Male
INV001305,SIP,585,26-35,Female
INV001642,Lumpsum,65275,56+,Female
INV001308,SIP,17591,36-45,Male
INV003792,SIP,6954,46-55,Male
INV000906,Lumpsum,173993,26-35,Male
INV001580,SIP,13182,26-35,Male
INV003201,Redemption,277250,36-45,Female
INV001264,Lumpsum,361491,26-35,Female
INV000195,SIP,9510,36-45,Female
INV003035,Redemption,91489,18-25,Male
INV002582,SIP,913,26-35,Female
INV004316,SIP,2604,46-55,Male
INV003599,Lumpsum,355225,46-55,Male
INV001828,SIP,12260,36-45,Male
INV002737,SIP,1077,18-25,Female
INV002151,SIP,2156,26-35,Female
INV002226,SIP,2259,46-55,Female
INV000558,Redemption,119654,56+,Female
INV003185,SIP,3008,26-35,Female
INV004104,SIP,489,26-35,Male
INV002116,SIP,506,18-25,Male
INV003736,SIP,2144,18-25,Male
INV003403,SIP,403,18-25,Male
INV002280,SIP,2680,18-25,Male
INV001483,SIP,3017,36-45,Male
INV002240,SIP,2079,26-35,Male
INV002208,SIP,5590,56+,Male
INV004111,SIP,2412,36-45,Male
INV003295,Redemption,205469,26-35,Male
INV001458,Redemption,189481,46-55,Male
INV002572,SIP,17240,56+,Male
INV000280,SIP,4354,26-35,Female
INV002204,SIP,12976,36-45,Male
INV000947,SIP,53208,26-35,Male
INV004497,Redemption,57837,26-35,Female
INV004631,SIP,6835,36-45,Female
INV000634,SIP,5607,26-35,Female
INV003236,SIP,56510,18-25,Male
INV004503,Redemption,27874,36-45,Male
INV002454,Redemption,332364,36-45,Male
INV002123,SIP,10451,26-35,Male
INV002966,Lumpsum,322896,26-35,Female
INV002969,Lumpsum,17503,26-35,Male
INV001550,SIP,12466,18-25,Male
INV002752,Redemption,208463,26-35,Male
INV000088,SIP,1648,26-35,Male
INV001566,SIP,16220,18-25,Male
INV000878,SIP,8141,36-45,Female
INV003265,SIP,2283,36-45,Female
INV003271,SIP,1071,18-25,Male
INV000616,Lumpsum,386217,36-45,Male
INV003981,Redemption,243614,46-55,Male
INV000146,SIP,4076,26-35,Male
INV001197,SIP,2093,36-45,Female
INV001247,Redemption,114452,36-45,Male
INV000143,Redemption,212144,26-35,Male
INV002762,Redemption,299240,26-35,Female
INV003436,SIP,29635,36-45,Female
INV000460,SIP,2573,36-45,Male
INV001974,Lumpsum,237149,56+,Male
INV004911,Lumpsum,286033,26-35,Female
INV004142,SIP,4417,26-35,Male
INV003739,SIP,4411,46-55,Female
INV001513,SIP,15590,18-25,Male
INV000245,Redemption,336847,26-35,Male
INV001401,Redemption,303456,26-35,Male
INV004962,Lumpsum,176483,18-25,Male
INV003121,SIP,420,36-45,Male
INV004166,Lumpsum,256626,26-35,Male
INV001620,Lumpsum,366639,26-35,Male
INV003952,SIP,22936,36-45,Male
INV001814,SIP,10349,26-35,Female
INV002261,SIP,3178,18-25,Male
INV004546,SIP,21844,36-45,Male
INV001474,Lumpsum,283503,26-35,Male
INV000857,SIP,2082,26-35,Female
INV004790,Lumpsum,255768,18-25,Male
INV002283,SIP,10085,26-35,Female
INV002292,Lumpsum,311195,36-45,Male
INV001426,SIP,5280,36-45,Female
INV004041,SIP,5135,36-45,Male
INV004125,Redemption,77088,26-35,Male
INV002098,Redemption,80520,26-35,Male
INV004614,SIP,2227,18-25,Male
INV004780,SIP,809,36-45,Male
INV000392,Redemption,472179,26-35,Female
INV002905,SIP,2550,36-45,Female
INV004782,SIP,6625,26-35,Male
INV004104,Redemption,502104,26-35,Male
INV004279,SIP,41244,36-45,Male
INV003589,SIP,5279,26-35,Female
INV004665,Redemption,402840,36-45,Male
INV004665,Lumpsum,306777,36-45,Male
INV000635,SIP,435,18-25,Female
INV001373,SIP,8536,26-35,Female
INV000595,Lumpsum,528998,18-25,Male
INV004035,SIP,557,26-35,Male
INV003449,Redemption,324067,56+,Male
INV002302,SIP,2233,26-35,Male
INV004057,Lumpsum,101413,26-35,Male
INV002036,Lumpsum,228878,26-35,Male
INV001549,SIP,45669,36-45,Male
INV001185,SIP,573,26-35,Female
INV000522,SIP,8196,26-35,Female
INV001946,Lumpsum,342962,26-35,Male
INV003511,Redemption,234064,46-55,Male
INV002459,SIP,1779,18-25,Female
INV000131,SIP,1698,36-45,Female
INV000823,SIP,1055,46-55,Male
INV002143,SIP,2470,26-35,Male
INV001096,SIP,21164,26-35,Male
INV003506,SIP,928,56+,Female
INV003672,SIP,23539,36-45,Male
INV004868,SIP,2187,36-45,Male
INV004605,Redemption,424115,36-45,Male
INV003257,SIP,57533,56+,Male
INV003234,SIP,7474,26-35,Male
INV000153,SIP,3091,26-35,Male
INV000051,SIP,466,36-45,Male
INV003910,SIP,20598,26-35,Male
INV004335,Redemption,316028,26-35,Female
INV003909,Redemption,382126,46-55,Male
INV002503,Lumpsum,462804,26-35,Male
INV002172,SIP,2164,46-55,Female
INV001271,SIP,3576,36-45,Male
INV000843,Redemption,271174,26-35,Male
INV000091,SIP,10361,26-35,Male
INV003557,Lumpsum,285577,46-55,Female
INV003581,SIP,832,56+,Male
INV002508,SIP,29657,46-55,Male
INV001752,Lumpsum,362678,26-35,Female
INV002630,SIP,45537,36-45,Male
INV000060,SIP,3397,36-45,Male
INV000510,SIP,1121,46-55,Male
INV001068,SIP,48077,26-35,Male
INV003614,SIP,5668,26-35,Male
INV003988,SIP,7062,26-35,Male
INV003767,SIP,992,36-45,Female
INV004374,Lumpsum,109326,36-45,Female
INV002373,SIP,51904,36-45,Male
INV001094,Lumpsum,254172,26-35,Male
INV001452,SIP,2868,26-35,Female
INV002613,Lumpsum,288466,46-55,Female
INV003594,SIP,49048,18-25,Male
INV002212,Lumpsum,201668,36-45,Male
INV004014,Lumpsum,109227,56+,Female
INV003925,Lumpsum,148315,26-35,Female
INV001782,Redemption,80837,36-45,Female
INV003080,SIP,3268,26-35,Male
INV001658,Lumpsum,397748,36-45,Female
INV002128,SIP,5232,26-35,Female
INV003256,SIP,10284,46-55,Male
INV000397,SIP,599,36-45,Female
INV003329,Lumpsum,115141,56+,Male
INV001738,Lumpsum,15634,36-45,Female
INV003040,Lumpsum,231930,26-35,Female
INV002384,SIP,16372,26-35,Male
INV001501,Redemption,517523,26-35,Male
INV000236,SIP,24240,36-45,Male
INV000635,SIP,7360,18-25,Female
INV003360,SIP,2679,26-35,Female
INV000213,Redemption,304092,26-35,Male
INV002409,SIP,4404,18-25,Female
INV001783,SIP,589,36-45,Female
INV004160,Lumpsum,245966,18-25,Male
INV004175,SIP,17349,36-45,Female
INV001154,SIP,22204,36-45,Female
INV001225,Lumpsum,179131,26-35,Male
INV001835,SIP,23851,26-35,Female
INV002090,SIP,10471,26-35,Male
INV001249,SIP,8629,26-35,Female
INV001096,SIP,4019,26-35,Male
INV004771,Lumpsum,474936,18-25,Male
INV001225,Lumpsum,53625,26-35,Male
INV002629,SIP,2087,36-45,Male
INV001384,SIP,57539,26-35,Female
INV004770,Lumpsum,59422,18-25,Female
INV002441,SIP,1041,26-35,Male
INV001394,SIP,2467,56+,Male
INV001848,SIP,16846,26-35,Male
INV000090,Redemption,196966,26-35,Female
INV001958,Lumpsum,122721,36-45,Male
INV002036,SIP,52757,26-35,Male
INV000089,Lumpsum,314748,26-35,Female
INV000894,SIP,8029,36-45,Female
INV003100,SIP,28969,26-35,Male
INV002116,SIP,27897,18-25,Male
INV002391,Lumpsum,235143,18-25,Female
INV001405,SIP,15945,56+,Male
INV001652,SIP,3197,26-35,Female
INV000029,SIP,17417,26-35,Female
INV003612,Lumpsum,438191,56+,Male
INV000564,Lumpsum,29586,56+,Female
INV004140,Redemption,49811,46-55,Female
INV004871,SIP,864,26-35,Male
INV001993,SIP,8165,36-45,Female
INV004868,SIP,3416,36-45,Male
INV000546,SIP,408,26-35,Male
INV003622,Lumpsum,157915,26-35,Female
INV003469,SIP,4540,26-35,Male
INV004984,SIP,465,46-55,Female
INV004735,SIP,7883,36-45,Male
INV002666,Redemption,77074,46-55,Female
INV004225,SIP,1881,26-35,Male
INV001391,SIP,28591,36-45,Male
INV002277,Lumpsum,125299,26-35,Female
INV004968,SIP,2620,26-35,Male
INV004521,Lumpsum,390843,18-25,Male
INV004521,Redemption,271689,18-25,Male
INV002509,SIP,2972,36-45,Female
INV003422,SIP,2031,26-35,Male
INV001777,Lumpsum,307593,18-25,Female
INV002497,SIP,2905,26-35,Female
INV004545,SIP,501,26-35,Male
INV000031,SIP,6728,36-45,Male
INV001424,Lumpsum,485284,26-35,Male
INV003153,SIP,15382,36-45,Female
INV000679,SIP,2116,46-55,Female
INV004285,Lumpsum,8668,26-35,Male
INV002333,Redemption,470638,26-35,Male
INV001288,SIP,401,26-35,Male
INV002834,Lumpsum,276867,18-25,Male
INV004992,Lumpsum,192778,26-35,Male
INV004337,Redemption,392337,18-25,Male
INV003330,Redemption,162043,46-55,Female
INV000519,SIP,881,26-35,Female
INV004441,SIP,2121,26-35,Male
INV002037,SIP,1866,56+,Male
INV002241,SIP,5777,36-45,Female
INV000670,Redemption,143194,26-35,Male
INV000596,SIP,7081,56+,Male
INV000526,Redemption,119655,26-35,Female
INV004247,SIP,8874,18-25,Male
INV002598,SIP,9408,26-35,Male
INV002998,SIP,2390,36-45,Male
INV003010,Lumpsum,473740,36-45,Male
INV001261,SIP,24110,46-55,Male
INV001198,SIP,589,26-35,Female
INV002504,Lumpsum,396120,26-35,Male
INV002259,SIP,2168,18-25,Female
INV000075,SIP,47949,36-45,Male
INV001819,SIP,1105,26-35,Male
INV004623,SIP,54234,46-55,Female
INV000657,SIP,2737,26-35,Female
INV001401,Lumpsum,61765,26-35,Male
INV002564,Lumpsum,400349,18-25,Male
INV001061,SIP,1135,18-25,Male
INV000418,SIP,5931,26-35,Female
INV002675,SIP,26311,36-45,Male
INV003314,Lumpsum,198206,36-45,Female
INV001724,Lumpsum,228117,26-35,Female
INV004886,SIP,46894,26-35,Male
INV001995,Lumpsum,454928,26-35,Male
INV001407,SIP,13754,26-35,Female
INV002017,SIP,904,26-35,Female
INV003590,SIP,3266,46-55,Female
INV002871,Redemption,342030,26-35,Male
INV002234,Lumpsum,249484,26-35,Male
INV003270,Lumpsum,142336,56+,Male
INV002953,SIP,6887,46-55,Male
INV002107,SIP,1112,26-35,Male
INV003625,Lumpsum,459302,26-35,Female
INV002649,Redemption,7270,46-55,Male
INV002371,Redemption,512472,26-35,Female
INV002308,Redemption,210003,26-35,Male
INV000902,Redemption,166415,26-35,Female
INV001351,SIP,28197,26-35,Male
INV004625,Lumpsum,26841,18-25,Male
INV003083,Redemption,373734,56+,Female
INV003758,SIP,53850,26-35,Female
INV001877,SIP,1028,56+,Male
INV002627,Lumpsum,221080,26-35,Male
INV004640,SIP,12853,36-45,Male
INV000483,SIP,17511,18-25,Male
INV003593,SIP,2282,26-35,Female
INV004163,Lumpsum,235225,46-55,Male
INV000244,Redemption,351302,26-35,Male
INV002536,SIP,2291,26-35,Male
INV002645,SIP,15634,46-55,Female
INV003249,SIP,7723,36-45,Male
INV003430,SIP,4685,26-35,Female
INV004276,SIP,1707,26-35,Male
INV004232,Lumpsum,136974,26-35,Male
INV002719,SIP,49264,18-25,Female
INV002506,Redemption,84761,18-25,Female
INV000599,SIP,14175,36-45,Male
INV003943,SIP,2087,46-55,Male
INV000153,Redemption,59263,26-35,Male
INV003308,SIP,2961,56+,Male
INV001149,SIP,2327,26-35,Female
INV004718,Lumpsum,332659,56+,Male
INV003564,SIP,1878,18-25,Male
INV002216,Redemption,105842,46-55,Male
INV000427,SIP,2541,56+,Female
INV003733,SIP,2860,26-35,Male
INV001817,SIP,522,26-35,Male
INV003854,SIP,2551,26-35,Male
INV003541,SIP,2247,26-35,Female
INV001454,SIP,9812,26-35,Male
INV001366,Lumpsum,74612,26-35,Female
INV004097,SIP,2639,56+,Male
INV000385,Redemption,183913,18-25,Female
INV004493,SIP,56735,36-45,Male
INV000320,Lumpsum,108652,26-35,Male
INV003291,SIP,3572,36-45,Male
